"","X.1","X","id","stationid","stationname","sampledate","sampletime","parameter","qualifier","result","unit","method","type","county","description","beachname","latitude","longitude","createdate","sourcefile","date","month"
"103",274,274,282,282,"DPH-001","2022-04-05","10:20:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-04-06 13:14:53","DPH_001.csv","2022-04-06 13:14:53",4
"104",275,275,282,282,"DPH-001","2022-04-05","10:20:00","Total Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-04-06 13:14:53","DPH_001.csv","2022-04-06 13:14:53",4
"105",276,276,282,282,"DPH-001","2022-03-29","11:50:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-04-04 09:04:49","DPH_001.csv","2022-04-04 09:04:49",3
"106",277,277,282,282,"DPH-001","2022-03-29","11:50:00","Fecal Coliforms","=",31,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-04-04 09:04:49","DPH_001.csv","2022-04-04 09:04:49",3
"107",278,278,282,282,"DPH-001","2022-03-29","11:50:00","Total Coliforms","=",411,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-04-04 09:04:49","DPH_001.csv","2022-04-04 09:04:49",3
"108",279,279,282,282,"DPH-001","2022-03-28","10:25:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2023-04-03 16:10:52","DPH_001.csv","2023-04-03 16:10:52",3
"109",280,280,282,282,"DPH-001","2022-03-28","10:25:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2023-04-03 16:10:52","DPH_001.csv","2023-04-03 16:10:52",3
"110",281,281,282,282,"DPH-001","2022-03-28","10:25:00","Total Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2023-04-03 16:10:52","DPH_001.csv","2023-04-03 16:10:52",3
"111",282,282,282,282,"DPH-001","2022-03-22","10:20:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-03-23 13:51:32","DPH_001.csv","2022-03-23 13:51:32",3
"112",283,283,282,282,"DPH-001","2022-03-22","10:20:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-03-23 13:51:32","DPH_001.csv","2022-03-23 13:51:32",3
"113",284,284,282,282,"DPH-001","2022-03-22","10:20:00","Total Coliforms","=",86,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-03-23 13:51:32","DPH_001.csv","2022-03-23 13:51:32",3
"114",285,285,282,282,"DPH-001","2022-03-08","10:15:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-03-09 13:11:15","DPH_001.csv","2022-03-09 13:11:15",3
"115",286,286,282,282,"DPH-001","2022-03-08","10:15:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-03-09 13:11:15","DPH_001.csv","2022-03-09 13:11:15",3
"116",287,287,282,282,"DPH-001","2022-03-08","10:15:00","Total Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-03-09 13:11:15","DPH_001.csv","2022-03-09 13:11:15",3
"117",288,288,282,282,"DPH-001","2022-02-22","11:35:00","Enterococcus","=",10,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-02-23 15:53:01","DPH_001.csv","2022-02-23 15:53:01",2
"118",289,289,282,282,"DPH-001","2022-02-22","11:35:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-02-23 15:53:01","DPH_001.csv","2022-02-23 15:53:01",2
"119",290,290,282,282,"DPH-001","2022-02-22","11:35:00","Total Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-02-23 15:53:01","DPH_001.csv","2022-02-23 15:53:01",2
"120",291,291,282,282,"DPH-001","2022-02-08","10:15:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-02-09 14:29:16","DPH_001.csv","2022-02-09 14:29:16",2
"121",292,292,282,282,"DPH-001","2022-02-08","10:15:00","Fecal Coliforms","=",31,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-02-09 14:29:15","DPH_001.csv","2022-02-09 14:29:15",2
"122",293,293,282,282,"DPH-001","2022-02-08","10:15:00","Total Coliforms","=",63,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-02-09 14:29:15","DPH_001.csv","2022-02-09 14:29:15",2
"123",294,294,282,282,"DPH-001","2022-02-02","10:35:00","Enterococcus","=",20,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-02-02 15:00:21","DPH_001.csv","2022-02-02 15:00:21",2
"124",295,295,282,282,"DPH-001","2022-02-02","10:35:00","Fecal Coliforms","=",41,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-02-02 15:00:21","DPH_001.csv","2022-02-02 15:00:21",2
"125",296,296,282,282,"DPH-001","2022-02-02","10:35:00","Total Coliforms","=",201,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-02-02 15:00:21","DPH_001.csv","2022-02-02 15:00:21",2
"126",297,297,282,282,"DPH-001","2022-01-25","10:00:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-01-26 13:06:18","DPH_001.csv","2022-01-26 13:06:18",1
"127",298,298,282,282,"DPH-001","2022-01-25","10:00:00","Fecal Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-01-26 13:06:18","DPH_001.csv","2022-01-26 13:06:18",1
"128",299,299,282,282,"DPH-001","2022-01-25","10:00:00","Total Coliforms","=",74,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-01-26 13:06:18","DPH_001.csv","2022-01-26 13:06:18",1
"129",300,300,282,282,"DPH-001","2022-01-18","11:10:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-01-19 14:04:11","DPH_001.csv","2022-01-19 14:04:11",1
"130",301,301,282,282,"DPH-001","2022-01-18","11:10:00","Fecal Coliforms","=",20,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-01-19 14:04:11","DPH_001.csv","2022-01-19 14:04:11",1
"131",302,302,282,282,"DPH-001","2022-01-18","11:10:00","Total Coliforms","=",275,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-01-19 14:04:11","DPH_001.csv","2022-01-19 14:04:11",1
"132",303,303,282,282,"DPH-001","2022-01-11","10:00:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-01-19 09:31:59","DPH_001.csv","2022-01-19 09:31:59",1
"133",304,304,282,282,"DPH-001","2022-01-11","10:00:00","Fecal Coliforms","=",183,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-01-19 09:31:59","DPH_001.csv","2022-01-19 09:31:59",1
"134",305,305,282,282,"DPH-001","2022-01-11","10:00:00","Total Coliforms","=",563,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2022-01-19 09:31:59","DPH_001.csv","2022-01-19 09:31:59",1
"135",306,306,282,282,"DPH-001","2021-12-28","10:05:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-12-29 14:26:56","DPH_001.csv","2021-12-29 14:26:56",12
"136",307,307,282,282,"DPH-001","2021-12-28","10:05:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-12-29 14:26:56","DPH_001.csv","2021-12-29 14:26:56",12
"137",308,308,282,282,"DPH-001","2021-12-28","10:05:00","Total Coliforms","=",148,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-12-29 14:26:56","DPH_001.csv","2021-12-29 14:26:56",12
"138",309,309,282,282,"DPH-001","2021-12-21","10:05:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-12-22 13:15:26","DPH_001.csv","2021-12-22 13:15:26",12
"139",310,310,282,282,"DPH-001","2021-12-21","10:05:00","Fecal Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-12-22 13:15:26","DPH_001.csv","2021-12-22 13:15:26",12
"140",311,311,282,282,"DPH-001","2021-12-21","10:05:00","Total Coliforms","=",31,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-12-22 13:15:26","DPH_001.csv","2021-12-22 13:15:26",12
"141",312,312,282,282,"DPH-001","2021-11-30","10:10:00","Enterococcus","=",10,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-12-01 13:15:53","DPH_001.csv","2021-12-01 13:15:53",11
"142",313,313,282,282,"DPH-001","2021-11-30","10:10:00","Fecal Coliforms","=",31,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-12-01 13:15:53","DPH_001.csv","2021-12-01 13:15:53",11
"143",314,314,282,282,"DPH-001","2021-11-30","10:10:00","Total Coliforms","=",187,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-12-01 13:15:53","DPH_001.csv","2021-12-01 13:15:53",11
"144",315,315,282,282,"DPH-001","2021-11-23","09:50:00","Enterococcus","=",10,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-11-24 13:06:05","DPH_001.csv","2021-11-24 13:06:05",11
"145",316,316,282,282,"DPH-001","2021-11-23","09:50:00","Fecal Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-11-24 13:06:05","DPH_001.csv","2021-11-24 13:06:05",11
"146",317,317,282,282,"DPH-001","2021-11-23","09:50:00","Total Coliforms","=",41,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-11-24 13:06:05","DPH_001.csv","2021-11-24 13:06:05",11
"147",318,318,282,282,"DPH-001","2021-11-16","10:20:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-11-17 13:12:45","DPH_001.csv","2021-11-17 13:12:45",11
"148",319,319,282,282,"DPH-001","2021-11-16","10:20:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-11-17 13:12:45","DPH_001.csv","2021-11-17 13:12:45",11
"149",320,320,282,282,"DPH-001","2021-11-16","10:20:00","Total Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-11-17 13:12:45","DPH_001.csv","2021-11-17 13:12:45",11
"150",321,321,282,282,"DPH-001","2021-11-09","10:10:00","Enterococcus","=",10,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-11-16 15:01:20","DPH_001.csv","2021-11-16 15:01:20",11
"151",322,322,282,282,"DPH-001","2021-11-09","10:10:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-11-16 15:01:20","DPH_001.csv","2021-11-16 15:01:20",11
"152",323,323,282,282,"DPH-001","2021-11-09","10:10:00","Total Coliforms","=",20,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-11-16 15:01:20","DPH_001.csv","2021-11-16 15:01:20",11
"153",324,324,282,282,"DPH-001","2021-11-02","10:20:00","Enterococcus","=",10,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-11-03 14:49:55","DPH_001.csv","2021-11-03 14:49:55",11
"154",325,325,282,282,"DPH-001","2021-11-02","10:20:00","Fecal Coliforms","=",161,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-11-03 14:49:55","DPH_001.csv","2021-11-03 14:49:55",11
"155",326,326,282,282,"DPH-001","2021-11-02","10:20:00","Total Coliforms","=",233,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-11-03 14:49:55","DPH_001.csv","2021-11-03 14:49:55",11
"156",384,384,282,282,"DPH-001","2021-04-20","10:10:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-04-21 14:07:22","DPH_001.csv","2021-04-21 14:07:22",4
"157",385,385,282,282,"DPH-001","2021-04-20","10:10:00","Fecal Coliforms","=",529,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-04-21 14:07:22","DPH_001.csv","2021-04-21 14:07:22",4
"158",386,386,282,282,"DPH-001","2021-04-20","10:10:00","Total Coliforms","=",583,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-04-21 14:07:22","DPH_001.csv","2021-04-21 14:07:22",4
"159",387,387,282,282,"DPH-001","2021-04-13","10:00:00","Enterococcus","=",20,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-04-14 15:33:13","DPH_001.csv","2021-04-14 15:33:13",4
"160",388,388,282,282,"DPH-001","2021-04-13","10:00:00","Fecal Coliforms","=",108,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-04-14 15:33:13","DPH_001.csv","2021-04-14 15:33:13",4
"161",389,389,282,282,"DPH-001","2021-04-13","10:00:00","Total Coliforms","=",723,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-04-14 15:33:13","DPH_001.csv","2021-04-14 15:33:13",4
"162",390,390,282,282,"DPH-001","2021-04-06","10:40:00","Enterococcus","=",10,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-04-07 13:23:44","DPH_001.csv","2021-04-07 13:23:44",4
"163",391,391,282,282,"DPH-001","2021-04-06","10:40:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-04-07 13:23:44","DPH_001.csv","2021-04-07 13:23:44",4
"164",392,392,282,282,"DPH-001","2021-04-06","10:40:00","Total Coliforms","=",20,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-04-07 13:23:44","DPH_001.csv","2021-04-07 13:23:44",4
"165",393,393,282,282,"DPH-001","2021-03-30","10:45:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-03-31 16:04:23","DPH_001.csv","2021-03-31 16:04:23",3
"166",394,394,282,282,"DPH-001","2021-03-30","10:45:00","Fecal Coliforms","=",31,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-03-31 16:04:23","DPH_001.csv","2021-03-31 16:04:23",3
"167",395,395,282,282,"DPH-001","2021-03-30","10:45:00","Total Coliforms","=",327,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-03-31 16:04:23","DPH_001.csv","2021-03-31 16:04:23",3
"168",396,396,282,282,"DPH-001","2021-03-02","11:20:00","Enterococcus","=",10,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-03-03 13:13:53","DPH_001.csv","2021-03-03 13:13:53",3
"169",397,397,282,282,"DPH-001","2021-03-02","11:20:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-03-03 13:13:53","DPH_001.csv","2021-03-03 13:13:53",3
"170",398,398,282,282,"DPH-001","2021-03-02","11:20:00","Total Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-03-03 13:13:53","DPH_001.csv","2021-03-03 13:13:53",3
"171",399,399,282,282,"DPH-001","2021-02-25","08:15:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-02-26 09:36:57","DPH_001.csv","2021-02-26 09:36:57",2
"172",400,400,282,282,"DPH-001","2021-02-25","08:15:00","Fecal Coliforms","<",5,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-02-26 09:36:57","DPH_001.csv","2021-02-26 09:36:57",2
"173",401,401,282,282,"DPH-001","2021-02-25","08:15:00","Total Coliforms","=",63,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-02-26 09:36:57","DPH_001.csv","2021-02-26 09:36:57",2
"174",402,402,282,282,"DPH-001","2021-02-23","09:50:00","Enterococcus","=",275,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-02-24 16:54:03","DPH_001.csv","2021-02-24 16:54:03",2
"175",403,403,282,282,"DPH-001","2021-02-23","09:50:00","Fecal Coliforms","=",158,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-02-24 16:54:03","DPH_001.csv","2021-02-24 16:54:03",2
"176",404,404,282,282,"DPH-001","2021-02-23","09:50:00","Total Coliforms","=",5794,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-02-24 16:54:03","DPH_001.csv","2021-02-24 16:54:03",2
"177",405,405,282,282,"DPH-001","2021-02-17","11:00:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-02-18 13:41:49","DPH_001.csv","2021-02-18 13:41:49",2
"178",406,406,282,282,"DPH-001","2021-02-17","11:00:00","Fecal Coliforms","=",10,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-02-18 13:41:49","DPH_001.csv","2021-02-18 13:41:49",2
"179",407,407,282,282,"DPH-001","2021-02-17","11:00:00","Total Coliforms","=",63,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-02-18 13:41:49","DPH_001.csv","2021-02-18 13:41:49",2
"180",408,408,282,282,"DPH-001","2021-02-09","10:05:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-02-10 12:59:43","DPH_001.csv","2021-02-10 12:59:43",2
"181",409,409,282,282,"DPH-001","2021-02-09","10:05:00","Fecal Coliforms","=",20,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-02-10 12:59:43","DPH_001.csv","2021-02-10 12:59:43",2
"182",410,410,282,282,"DPH-001","2021-02-09","10:05:00","Total Coliforms","=",20,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-02-10 12:59:43","DPH_001.csv","2021-02-10 12:59:43",2
"183",411,411,282,282,"DPH-001","2021-02-02","09:50:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-02-03 15:17:13","DPH_001.csv","2021-02-03 15:17:13",2
"184",412,412,282,282,"DPH-001","2021-02-02","09:50:00","Fecal Coliforms","=",122,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-02-03 15:17:13","DPH_001.csv","2021-02-03 15:17:13",2
"185",413,413,282,282,"DPH-001","2021-02-02","09:50:00","Total Coliforms","=",455,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-02-03 15:17:13","DPH_001.csv","2021-02-03 15:17:13",2
"186",414,414,282,282,"DPH-001","2021-01-26","10:10:00","Enterococcus","<",5,"MPN/100ml","Enterolert","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-01-29 11:34:24","DPH_001.csv","2021-01-29 11:34:24",1
"187",415,415,282,282,"DPH-001","2021-01-26","10:10:00","Fecal Coliforms","=",63,"MPN/100ml","Colilert 18","Results","Los Angeles","Big Rock Beach","Malibu Beach",34.0367,-118.61012,"2021-01-29 11:34:24","DPH_001.csv","2021-01-29 11:34:24",1
